QYEAR,GICS_SECTOR_NAME,TICKER,Q_Open_Price,PX_LAST,RETURN,PE_RATIO,PX_TO_BOOK_RATIO,TRAIL_12M_EPS,TOT_DEBT_TO_TOT_EQY,PRICE_TO_FCF,RETURN_COM_EQY,RETURN_ON_ASSET,CUR_MKT_CAP,ADJUSTED_BETA,,,,
2015Q3,Real Estate,MAC US Equity,74.93,76.82,0.029758713,866.5148,2.2434,0.0887,117.4046,76.5798,34.85,13.3162," 12,162.23 ",0.877,,,,
2015Q4,Real Estate,MAC US Equity,77.45,80.69,0.050377506,117.045,2.6422,0.6894,103.737,66.8839,9.4165,4.0034," 12,775.46 ",1.110,,,,
2016Q1,Real Estate,MAC US Equity,79.87,79.24,-0.017970009,146.6226,2.5376,0.5404,92.626,61.1856,17.257,7.5518," 11,818.61 ",1.126,,,,
2016Q2,Real Estate,MAC US Equity,78.93,85.39,0.077612317,149.1013,2.9163,0.5727,107.328,68.5766,18.8025,7.8319," 12,679.79 ",1.161,,,,
2016Q3,Real Estate,MAC US Equity,85.51,80.87,-0.052933599,153.1458,2.7944,0.5281,108.9877,60.5724,18.6594,7.6836," 11,615.03 ",0.985,,,,
2016Q4,Real Estate,MAC US Equity,80.54,70.84,-0.124026215,104.5101,2.4842,0.6778,112.1688,61.2745,11.7215,4.8788," 10,181.48 ",0.247,,,,
2017Q1,Real Estate,MAC US Equity,70.95,64.4,-0.090909091,72.717,2.3094,0.8856,114.7058,51.19,3.8338,1.6596," 9,267.48 ",0.128,,,,
2017Q2,Real Estate,MAC US Equity,64.42,58.06,-0.098447205,68.8699,2.1295,0.843,119.8727,44.942,3.6251,1.4913," 8,231.69 ",-0.011,,,,
2017Q3,Real Estate,MAC US Equity,58.48,54.97,-0.053220806,63.958,2.0677,0.8595,125.1007,40.9005,3.8057,1.5398," 7,773.53 ",0.297,,,,
2017Q4,Real Estate,MAC US Equity,54.89,65.68,0.194833546,79.7518,2.5154,0.8236,130.299,50.7121,3.753,1.4939," 9,245.96 ",1.377,,,,
2007Q4,Consumer Discretionary,MAR US Equity,40.5593,31.8693,,18.0998,7.9821,1.7608,207.4878,,39.9802,9.2299," 12,570.14 ",1.284,,,,
2008Q1,Consumer Discretionary,MAR US Equity,31.7947,32.0372,0.005268393,18.2979,8.6744,1.7509,257.197,427.0315,37.8317,7.5066," 12,164.92 ",0.759,,,,
2008Q2,Consumer Discretionary,MAR US Equity,32.2796,24.4661,-0.236322151,14.2968,6.0635,1.7113,212.4042,33.3387,32.7657,6.2239," 9,276.91 ",1.063,,,,
2008Q3,Consumer Discretionary,MAR US Equity,24.1398,24.3262,-0.005718116,13.5868,6.012,1.7904,211.2344,13.2518,35.596,6.0173," 9,178.37 ",0.163,,,,
2008Q4,Consumer Discretionary,MAR US Equity,24.3262,18.1351,-0.254503375,12.0614,4.6444,1.5036,222.5018,22.7475,25.7743,4.0572," 6,790.04 ",0.578,,,,
2009Q1,Consumer Discretionary,MAR US Equity,18.2004,15.254,-0.158868713,12.7781,4.0886,1.1938,222.6627,9.5767,16.4653,2.4478," 5,723.71 ",0.704,,,,
2009Q2,Consumer Discretionary,MAR US Equity,15.0769,20.6539,0.353998951,20.8693,5.2236,0.9897,200.7752,21.5581,6.8772,1.1039," 7,799.33 ",1.285,,,,
2009Q3,Consumer Discretionary,MAR US Equity,19.9801,25.9176,0.254852594,139.5583,9.3912,0.1857,270.0508,21.4308,-38.2926,-5.3192," 9,787.00 ",1.307,,,,
2009Q4,Consumer Discretionary,MAR US Equity,25.7391,25.6855,-0.008955305,74.1442,8.0565,0.3464,201.2259,12.7616,-27.4385,-4.1102," 9,734.74 ",1.249,,,,
2010Q1,Consumer Discretionary,MAR US Equity,26.0248,29.7104,0.156699305,45.0394,10.033,0.6597,305.514,15.1483,-20.0167,-2.7433," 11,300.62 ",1.323,,,,
2010Q2,Consumer Discretionary,MAR US Equity,29.8518,28.2211,-0.050127228,33.6753,8.3626,0.838,237.8268,11.0886,-11.9742,-1.8171," 10,818.28 ",1.257,,,,
2010Q3,Consumer Discretionary,MAR US Equity,28.1928,33.7729,0.196725145,20.5991,9.0701,1.6395,201.1808,12.1667,33.4188,4.5849," 12,999.55 ",1.276,,,,
2010Q4,Consumer Discretionary,MAR US Equity,34.0745,39.1551,0.159364461,24.9399,9.0637,1.57,178.4858,16.8102,33.59,5.415," 15,130.75 ",1.287,,,,
2011Q1,Consumer Discretionary,MAR US Equity,39.4944,33.5373,-0.143475563,20.6968,8.786,1.6204,206.1328,15.5023,38.7622,5.4236," 13,091.22 ",1.249,,,,
2011Q2,Consumer Discretionary,MAR US Equity,33.7446,33.4524,-0.00253151,19.8529,10.395,1.685,257.2183,15.5712,41.6949,5.6428," 12,754.10 ",1.082,,,,
2011Q3,Consumer Discretionary,MAR US Equity,33.5655,25.6761,-0.232458658,26.6018,20.0871,0.9652,721.6279,10.8676,25.7703,2.666," 9,613.06 ",1.120,,,,
2011Q4,Consumer Discretionary,MAR US Equity,25.4404,29.17,0.136075962,24.9453,22.8987,1.1694,721.6279,11.2484,25.7703,2.659," 9,775.63 ",1.151,,,,
2012Q1,Consumer Discretionary,MAR US Equity,29.88,37.85,0.297565992,31.5365,22.8987,1.2002,721.6279,17.4605,25.7703,2.6924," 12,636.86 ",1.248,,,,
2012Q2,Consumer Discretionary,MAR US Equity,37.87,39.2,0.035667107,30.9563,22.8987,1.2663,721.6279,19.6168,25.7703,2.8247," 12,975.42 ",1.373,,,,
2012Q3,Consumer Discretionary,MAR US Equity,39.18,39.1,-0.00255102,18.1646,22.8987,2.1525,721.6279,19.7955,25.7703,7.411," 12,620.36 ",1.317,,,,
2012Q4,Consumer Discretionary,MAR US Equity,39.32,37.27,-0.046803069,16.0808,22.8987,2.3177,721.6279,21.6297,25.7703,9.3209," 11,760.18 ",1.294,,,,
2013Q1,Consumer Discretionary,MAR US Equity,38.32,42.23,0.133082909,16.6932,22.8987,2.5298,721.6279,20.1787,25.7703,9.5006," 13,190.33 ",1.372,,,,
2013Q2,Consumer Discretionary,MAR US Equity,42.12,40.37,-0.044044518,14.6936,22.8987,2.7474,721.6279,14.7598,25.7703,10.3198," 12,398.82 ",1.378,,,,
2013Q3,Consumer Discretionary,MAR US Equity,40.67,42.06,0.041862769,14.1682,22.8987,2.9686,721.6279,20.1899,25.7703,10.6278," 12,751.81 ",1.392,,,,
2013Q4,Consumer Discretionary,MAR US Equity,42.02,49.351,0.173347599,17.2465,22.8987,2.8615,721.6279,20.4291,25.7703,9.5311," 14,782.52 ",1.138,,,,
2014Q1,Consumer Discretionary,MAR US Equity,49.03,56.02,0.13513404,18.5845,22.8987,3.0143,721.6279,20.9779,25.7703,10.0394," 16,516.00 ",1.281,,,,
2014Q2,Consumer Discretionary,MAR US Equity,56.43,64.1,0.144234202,20.0742,22.8987,3.1932,721.6279,24.091,25.7703,10.2219," 18,766.24 ",1.344,,,,
2014Q3,Consumer Discretionary,MAR US Equity,64.32,69.9,0.090483619,20.2535,22.8987,3.4513,721.6279,24.4266,25.7703,10.61," 20,310.84 ",0.944,,,,
2014Q4,Consumer Discretionary,MAR US Equity,69.56,78.03,0.116309013,20.8324,22.8987,3.7456,721.6279,27.8918,25.7703,11.0257," 22,110.64 ",0.938,,,,
2015Q1,Consumer Discretionary,MAR US Equity,78.34,80.32,0.029347687,19.8582,22.8987,4.0447,721.6279,26.2283,25.7703,11.7018," 22,211.88 ",0.959,,,,
2015Q2,Consumer Discretionary,MAR US Equity,80.42,74.39,-0.073829681,19.2163,22.8987,3.8712,721.6279,23.1555,25.7703,12.7139," 20,453.53 ",1.451,,,,
2015Q3,Consumer Discretionary,MAR US Equity,75.22,68.2,-0.083210109,18.5748,22.8987,3.6716,721.6279,18.6843,25.7703,13.1385," 18,133.53 ",1.466,,,,
2015Q4,Consumer Discretionary,MAR US Equity,68.39,67.04,-0.017008798,19.6699,22.8987,3.4083,721.6279,15.9107,25.7703,13.2695," 17,237.92 ",1.150,,,,
2016Q1,Consumer Discretionary,MAR US Equity,65.93,71.18,0.061754177,22.2419,22.8987,3.2003,721.6279,14.4564,25.7703,13.4788," 18,042.84 ",1.142,,,,
2016Q2,Consumer Discretionary,MAR US Equity,67.48,66.46,-0.066310761,19.5612,22.8987,3.3975,721.6279,12.3716,25.7703,13.5379," 16,896.24 ",0.914,,,,
2016Q3,Consumer Discretionary,MAR US Equity,66.39,67.33,0.013090581,19.1015,4.5013,3.5249,151.0358,12.3872,25.7703,4.7376," 26,261.42 ",0.929,,,,
2016Q4,Consumer Discretionary,MAR US Equity,67.34,82.68,0.227981583,22.5948,5.9591,3.6593,158.7829,15.574,25.7703,5.1618," 32,284.87 ",1.028,,,,
2017Q1,Consumer Discretionary,MAR US Equity,83.35,94.18,0.139090469,24.825,6.9432,3.7938,163.8932,18.833,25.7703,6.2038," 36,123.82 ",1.215,,,,
2017Q2,Consumer Discretionary,MAR US Equity,94.28,100.31,0.065088129,24.8123,7.6548,4.0428,169.6184,20.781,25.7703,7.6905," 38,006.53 ",1.126,,,,
2017Q3,Consumer Discretionary,MAR US Equity,100.61,110.26,0.099192503,26.1228,8.9537,4.2208,192.1321,21.0026,28.8998,6.0766," 41,063.04 ",0.647,,,,
2017Q4,Consumer Discretionary,MAR US Equity,110.35,135.73,0.230999456,30.1773,13.0637,4.4978,220.7987,24.4817,31.9762,6.0431," 49,484.62 ",2.768,,,,
2007Q4,Industrials,MAS US Equity,20.3111,18.9928,,9.4492,1.6935,2.01,101.5652,6.7786,9.0866,3.323," 7,969.77 ",1.185,,,,
2008Q1,Industrials,MAS US Equity,18.9752,17.4284,-0.082368055,9.9735,1.5477,1.7475,103.0311,7.6062,5.9372,2.1706," 7,232.00 ",0.799,,,,
2008Q2,Industrials,MAS US Equity,17.6481,13.8249,-0.20676023,9.8225,1.2304,1.4075,103.0855,5.1725,3.4074,1.2242," 5,689.54 ",0.918,,,,
2008Q3,Industrials,MAS US Equity,12.5681,15.7673,0.140500112,17.5686,1.4775,0.8975,108.6933,6.4073,-0.855,-0.3095," 6,458.40 ",0.071,,,,
2008Q4,Industrials,MAS US Equity,15.7761,9.782,-0.379602088,10.5862,1.2185,-0.1225,133.7135,4.834,-11.4227,-3.8352," 4,005.69 ",0.944,,,,
2009Q1,Industrials,MAS US Equity,9.8699,6.1347,-0.372858311,10.5862,0.7923,-0.3582,138.8695,2.746,-14.145,-4.7028," 2,509.31 ",0.974,,,,
2009Q2,Industrials,MAS US Equity,6.0556,8.4198,0.372487652,10.5862,1.0369,-0.3949,132.4459,5.2254,-14.744,-4.9166," 3,442.09 ",1.619,,,,
2009Q3,Industrials,MAS US Equity,8.4901,11.3553,0.348642486,10.5862,1.3777,-0.3049,129.521,7.0643,-15.2456,-5.0101," 4,640.86 ",1.641,,,,
2009Q4,Industrials,MAS US Equity,11.364,12.1375,0.068884133,45.7721,1.6177,0.2652,140.8591,7.325,-6.7156,-1.9616," 4,959.17 ",1.604,,,,
2010Q1,Industrials,MAS US Equity,12.2781,13.6404,0.123822863,30.3752,1.8857,0.4491,154.125,9.3844,-4.1699,-1.1749," 5,568.23 ",1.638,,,,
2010Q2,Industrials,MAS US Equity,13.781,9.4569,-0.306699217,21.2595,1.3457,0.4448,157.362,6.2974,-6.0881,-1.724," 3,859.61 ",1.676,,,,
2010Q3,Industrials,MAS US Equity,9.5096,9.6766,0.023231714,30.4808,1.3458,0.3175,151.9259,8.8196,-7.1945,-2.0622," 3,947.09 ",1.696,,,,
2010Q4,Industrials,MAS US Equity,9.826,11.1267,0.149856355,35.5194,2.8026,-0.8183,259.0392,11.8085,-51.9811,-12.0474," 4,538.61 ",1.924,,,,
2011Q1,Industrials,MAS US Equity,11.3113,12.2341,0.099526365,35.5194,3.2062,-0.9457,264.2581,14.9587,-56.2435,-12.3431," 4,984.93 ",1.842,,,,
2011Q2,Industrials,MAS US Equity,12.3132,10.573,-0.135776232,35.5194,2.794,-1.0876,266.2329,16.3809,-57.1505,-12.2324," 4,307.94 ",1.796,,,,
2011Q3,Industrials,MAS US Equity,10.6258,6.2577,-0.408143384,35.5194,1.7178,-0.9708,271.0155,12.8837,-54.825,-11.8637," 2,548.25 ",1.731,,,,
2011Q4,Industrials,MAS US Equity,6.1874,9.2108,0.471914601,44.4973,6.0805,0.207,542.4528,36.2016,-59.9686,-7.4496," 3,749.74 ",1.991,,,,
2012Q1,Industrials,MAS US Equity,9.492,11.7508,0.275763234,28.9978,7.3273,0.4052,552.5253,47.2489,-52.4138,-6.2016," 4,777.02 ",2.001,,,,
2012Q2,Industrials,MAS US Equity,11.6892,12.1902,0.037393199,32.2681,9.9056,0.3778,706.462,32.592,-66.1697,-7.1583," 4,952.98 ",1.936,,,,
2012Q3,Industrials,MAS US Equity,12.1902,13.2273,0.085076537,40.4986,9.8822,0.3266,538.4273,42.2414,-68.8581,-7.8802," 5,374.36 ",2.109,,,,
2012Q4,Industrials,MAS US Equity,13.3328,14.6423,0.106975724,102.0498,15.8701,0.1435,679.4007,31.5442,-26.1484,-1.6088," 5,949.29 ",2.165,,,,
2013Q1,Industrials,MAS US Equity,14.9763,17.7975,0.215485272,86.3354,22.0323,0.2061,732.7273,55.1195,-23.0678,-1.3766," 7,220.49 ",2.121,,,,
2013Q2,Industrials,MAS US Equity,17.8151,17.1296,-0.037527743,36.4099,16.8024,0.4705,660.8379,27.3367,14.5223,0.7152," 6,955.33 ",2.074,,,,
2013Q3,Industrials,MAS US Equity,17.235,18.7028,0.091841024,27.478,13.7864,0.6806,499.4169,15.8254,32.3061,2.0888," 7,595.69 ",1.772,,,,
2013Q4,Industrials,MAS US Equity,18.7291,20.0123,0.070016254,22.7847,13.0735,0.8783,449.1481,13.5548,66.2777,4.0411," 8,128.60 ",0.822,,,,
2014Q1,Industrials,MAS US Equity,19.9772,19.5201,-0.024594874,21.0285,12.1358,0.9283,427.8402,13.9855,73.2227,4.4806," 7,944.16 ",1.056,,,,
2014Q2,Industrials,MAS US Equity,19.5992,19.5114,-0.000445694,18.1443,9.9377,1.0753,380.0443,13.0171,70.0576,5.1368," 7,940.58 ",1.049,,,,
2014Q3,Industrials,MAS US Equity,19.6256,21.023,0.077472657,9.131,6.4132,2.3024,252.1355,15.2942,96.9772,11.1003," 8,526.33 ",1.325,,,,
2014Q4,Industrials,MAS US Equity,21.2691,22.148,0.053512819,9.1503,8.2696,2.4205,303.5461,16.3247,115.2844,12.1066," 8,977.76 ",1.324,,,,
2015Q1,Industrials,MAS US Equity,22.315,23.4664,0.05952682,9.8649,10.4546,2.3788,409.1762,14.7489,124.8685,11.7926," 9,332.84 ",0.514,,,,
2015Q2,Industrials,MAS US Equity,23.563,23.44,-0.001125013,10.2546,10.3528,2.2858,2614.5038,15.2061,124.8685,12.4007," 9,297.06 ",0.557,,,,
2015Q3,Industrials,MAS US Equity,23.81,25.18,0.074232082,24.0621,10.3528,1.0465,12228.5714,15.3454,124.8685,5.8015," 8,660.67 ",0.296,,,,
2015Q4,Industrials,MAS US Equity,25.35,28.3,0.123907863,27.3854,10.3528,1.0334,5874.1379,14.5163,124.8685,5.5158," 9,522.16 ",0.375,,,,
2016Q1,Industrials,MAS US Equity,27.83,31.45,0.11130742,26.6128,10.3528,1.1818,5114.2857,14.559,124.8685,5.7053," 10,469.21 ",0.357,,,,
2016Q2,Industrials,MAS US Equity,31.34,30.94,-0.016216216,21.9119,10.3528,1.412,4280,14.8701,124.8685,7.9514," 10,295.17 ",0.459,,,,
2016Q3,Industrials,MAS US Equity,30.98,34.31,0.108920491,22.7861,10.3528,1.5057,2908.7379,18.711,124.8685,8.4324," 11,329.66 ",0.520,,,,
2016Q4,Industrials,MAS US Equity,34.13,31.62,-0.078402798,19.7841,10.3528,1.5983,2908.7379,16.8389,124.8685,9.0918," 10,381.07 ",0.361,,,,
2017Q1,Industrials,MAS US Equity,31.89,33.99,0.074952562,19.9423,10.3528,1.7044,2908.7379,21.0426,124.8685,8.8942," 10,887.69 ",0.422,,,,
2017Q2,Industrials,MAS US Equity,34.03,38.21,0.124154163,20.9609,10.3528,1.8229,4405.7143,21.3613,124.8685,9.8585," 12,202.86 ",0.377,,,,
2017Q3,Industrials,MAS US Equity,38.42,39.01,0.020936928,20.8043,10.3528,1.8751,5143.3333,17.7467,124.8685,10.0774," 12,428.34 ",0.744,,,,
2017Q4,Industrials,MAS US Equity,38.99,43.94,0.126377852,22.4938,10.3528,1.9534,1752.8409,23.7963,124.8685,10.0894," 13,822.00 ",0.733,,,,
2007Q4,Consumer Discretionary,MAT US Equity,23.46,19.04,,12.3476,2.983,1.542,41.1404,15.0998,25.3177,12.2933," 6,984.72 ",1.761,,,,
2008Q1,Consumer Discretionary,MAT US Equity,19.06,19.9,0.045168067,14.3994,3.0838,1.382,38.901,14.8617,21.7775,12.1535," 7,191.04 ",0.871,,,,
2008Q2,Consumer Discretionary,MAT US Equity,20.01,17.12,-0.139698492,12.6627,2.6497,1.352,43.6614,17.538,20.9847,11.4288," 6,196.03 ",0.949,,,,
2008Q3,Consumer Discretionary,MAT US Equity,16.96,18.04,0.053738318,13.646,2.6748,1.322,59.4047,21.3011,22.2276,9.983," 6,503.88 ",0.073,,,,
2008Q4,Consumer Discretionary,MAT US Equity,17.86,16,-0.11308204,15.2381,2.7093,1.05,42.5103,24.1662,17.163,8.0088," 5,734.88 ",0.240,,,,
2009Q1,Consumer Discretionary,MAT US Equity,16.06,11.53,-0.279375,10.2516,2.0202,1.1247,43.9873,13.9112,17.116,8.7815," 4,133.12 ",0.360,,,,
2009Q2,Consumer Discretionary,MAT US Equity,11.57,16.05,0.392020815,14.0365,2.6579,1.1435,48.5881,13.3542,17.1245,8.4512," 5,754.49 ",1.222,,,,
2009Q3,Consumer Discretionary,MAT US Equity,16.14,18.46,0.150155763,15.3596,2.7716,1.2019,38.2131,10.5511,15.7312,7.167," 6,645.01 ",1.114,,,,
2009Q4,Consumer Discretionary,MAT US Equity,18.44,19.98,0.082340195,12.0873,2.8569,1.653,29.7097,8.8028,23.0383,11.1833," 7,222.38 ",1.097,,,,
2010Q1,Consumer Discretionary,MAT US Equity,20.33,22.74,0.138138138,12.6058,3.1942,1.8039,28.8948,10.4101,26.3376,14.0444," 8,269.58 ",1.158,,,,
2010Q2,Consumer Discretionary,MAT US Equity,22.9,21.16,-0.069481091,11.148,3.0394,1.8981,28.321,9.4742,27.4437,14.1771," 7,717.90 ",1.131,,,,
2010Q3,Consumer Discretionary,MAT US Equity,21.24,23.46,0.108695652,12.3937,2.9519,1.8929,42.5409,11.9168,26.4352,12.804," 8,439.13 ",1.133,,,,
2010Q4,Consumer Discretionary,MAT US Equity,23.68,25.43,0.08397272,13.6409,3.3773,1.8642,45.652,22.5397,26.8386,13.4313," 9,125.03 ",1.348,,,,
2011Q1,Consumer Discretionary,MAT US Equity,25.67,24.93,-0.019661817,13.5995,3.4373,1.8332,47.668,15.4158,26.7608,14.2673," 8,663.68 ",1.118,,,,
2011Q2,Consumer Discretionary,MAT US Equity,25.05,27.49,0.102687525,14.434,3.8367,1.9045,38.9155,20.1451,28.6977,15.2176," 9,555.20 ",0.788,,,,
2011Q3,Consumer Discretionary,MAT US Equity,27.55,25.89,-0.058202983,12.6,3.6175,2.0548,49.2415,21.1898,27.6509,13.1955," 8,877.43 ",0.773,,,,
2011Q4,Consumer Discretionary,MAT US Equity,26.01,27.76,0.07222866,12.4019,3.5835,2.2384,59.6804,19.5023,29.662,13.8607," 9,400.82 ",0.737,,,,
2012Q1,Consumer Discretionary,MAT US Equity,28.31,33.66,0.212536023,15.0891,4.3396,2.2307,58.6879,16.2952,29.7899,14.426," 11,445.17 ",0.806,,,,
2012Q2,Consumer Discretionary,MAT US Equity,33.62,32.44,-0.036244801,14.3037,4.2685,2.2679,61.4583,17.2477,30.9986,14.9296," 11,048.40 ",0.809,,,,
2012Q3,Consumer Discretionary,MAT US Equity,32.56,35.47,0.093403206,14.3558,4.1872,2.4708,56.976,17.567,31.8432,14.5932," 12,092.76 ",0.814,,,,
2012Q4,Consumer Discretionary,MAT US Equity,35.7,36.62,0.032421765,14.6321,4.087,2.5027,49.228,11.9173,27.3956,12.7309," 12,565.52 ",0.835,,,,
2013Q1,Consumer Discretionary,MAT US Equity,37.18,43.77,0.195248498,17.0223,4.9568,2.5713,54.2944,18.6572,28.4288,13.7451," 15,079.30 ",0.942,,,,
2013Q2,Consumer Discretionary,MAT US Equity,43.73,45.31,0.035183916,17.9396,5.3539,2.5257,57.872,18.852,28.5002,13.3082," 15,649.98 ",0.964,,,,
2013Q3,Consumer Discretionary,MAT US Equity,45.46,41.88,-0.075700728,15.9643,4.7377,2.6234,57.4374,17.6152,28.5097,12.9266," 14,430.01 ",1.199,,,,
2013Q4,Consumer Discretionary,MAT US Equity,41.8,47.58,0.136103152,18.4343,4.965,2.5811,49.3387,35.4956,28.8694,13.9421," 16,102.71 ",1.238,,,,
2014Q1,Consumer Discretionary,MAT US Equity,47.57,40.11,-0.156998739,16.294,4.3988,2.4616,51.6539,23.2482,28.0497,14.1587," 13,651.90 ",1.658,,,,
2014Q2,Consumer Discretionary,MAT US Equity,40.12,38.97,-0.02842184,15.5043,4.4587,2.5135,71.8426,20.0324,27.8033,12.7579," 13,220.65 ",1.626,,,,
2014Q3,Consumer Discretionary,MAT US Equity,38.97,30.65,-0.213497562,13.3714,3.3849,2.2922,70.1635,16.5351,23.8368,10.5689," 10,355.04 ",2.638,,,,
2014Q4,Consumer Discretionary,MAT US Equity,30.62,30.945,0.009624796,18.6455,3.5477,1.6597,71.2089,16.6661,16.2225,7.5803," 10,484.99 ",2.628,,,,
2015Q1,Consumer Discretionary,MAT US Equity,31.16,22.85,-0.261593149,14.6124,2.8997,1.5637,78.0983,14.874,15.8215,7.5581," 7,729.10 ",2.969,,,,
2015Q2,Consumer Discretionary,MAT US Equity,22.85,25.69,0.12428884,19.8417,3.392,1.2947,81.2373,18.834,15.0848,6.561," 8,691.94 ",2.002,,,,
2015Q3,Consumer Discretionary,MAT US Equity,25.95,21.06,-0.180225769,20.2202,2.7775,1.0415,87.2646,12.9082,10.8748,4.4983," 7,131.20 ",1.563,,,,
2015Q4,Consumer Discretionary,MAT US Equity,20.8,27.17,0.290123457,21.882,3.5288,1.2417,79.8113,19.2638,13.3019,5.5737," 9,220.25 ",2.077,,,,
2016Q1,Consumer Discretionary,MAT US Equity,26.71,33.62,0.237394185,29.5507,4.6509,1.1377,84.2556,26.1354,13.8666,5.8844," 11,431.01 ",1.993,,,,
2016Q2,Consumer Discretionary,MAT US Equity,33.55,31.29,-0.069303986,28.1542,4.613,1.1114,93.1976,21.9684,14.3077,5.7776," 10,652.55 ",2.203,,,,
2016Q3,Consumer Discretionary,MAT US Equity,31.29,30.28,-0.032278683,27.8166,4.2887,1.0886,100.7498,28.2071,14.4655,5.4129," 10,313.94 ",2.015,,,,
2016Q4,Consumer Discretionary,MAT US Equity,30.07,27.55,-0.09015852,29.4305,3.9178,0.9361,96.6217,28.6171,12.6702,4.8811," 9,423.35 ",1.980,,,,
2017Q1,Consumer Discretionary,MAT US Equity,27.67,25.61,-0.070417423,31.6032,3.9595,0.8104,104.4695,102.9281,11.8985,4.6713," 8,770.03 ",1.424,,,,
2017Q2,Consumer Discretionary,MAT US Equity,25.65,21.53,-0.159312768,30.7345,3.5689,0.7005,127.8154,83.8778,11.0616,3.9794," 7,375.24 ",1.546,,,,
2017Q3,Consumer Discretionary,MAT US Equity,21.54,15.48,-0.281003251,21.4271,3.6956,-0.0288,199.2848,83.8778,-31.0234,-9.3202," 5,305.40 ",0.942,,,,
2017Q4,Consumer Discretionary,MAT US Equity,15.43,15.38,-0.006459948,21.4271,4.205,-1.4883,248.3683,83.8778,-57.5053,-16.554," 5,286.56 ",-1.723,,,,
2007Q4,Consumer Discretionary,MCD US Equity,54.75,58.91,,20.244,4.4916,2.91,60.8719,23.8607,15.5839,8.2071," 69,676.25 ",1.164,,,,
2008Q1,Consumer Discretionary,MCD US Equity,59.48,55.77,-0.053301647,18.0485,4.3856,3.09,81.4051,18.7699,17.0888,8.5397," 64,227.15 ",1.126,,,,
2008Q2,Consumer Discretionary,MCD US Equity,56.04,56.22,0.008068854,16.9849,4.3245,3.31,75.6449,18.1248,30.1677,15.0581," 63,726.80 ",1.102,,,,
2008Q3,Consumer Discretionary,MCD US Equity,55.87,61.7,0.097474208,17.4788,5.2687,3.53,75.6888,19.6243,32.8421,15.9186," 69,392.64 ",0.716,,,,
2008Q4,Consumer Discretionary,MCD US Equity,61.18,62.19,0.007941653,16.9455,5.1829,3.67,76.3514,18.5343,30.0966,14.9108," 69,313.55 ",0.596,,,,
2009Q1,Consumer Discretionary,MCD US Equity,62.38,54.57,-0.122527738,14.7858,4.7466,3.6907,82.3072,17.8065,32.0814,14.8013," 60,770.34 ",0.604,,,,
2009Q2,Consumer Discretionary,MCD US Equity,54.3,57.49,0.053509254,15.4485,4.8826,3.7214,85.611,17.5705,30.9403,14.2304," 63,425.46 ",0.490,,,,
2009Q3,Consumer Discretionary,MCD US Equity,57.65,57.07,-0.007305618,14.9391,4.6696,3.8202,84.0223,16.4519,32.9215,14.8419," 62,283.25 ",0.419,,,,
2009Q4,Consumer Discretionary,MCD US Equity,56.99,62.44,0.094094971,15.5196,4.7905,4.0233,75.3775,17.9842,33.199,15.5096," 67,384.41 ",0.455,,,,
2010Q1,Consumer Discretionary,MCD US Equity,62.63,66.72,0.068545804,15.81,5.0845,4.2201,74.3844,17.6762,34.786,16.1749," 71,788.11 ",0.444,,,,
2010Q2,Consumer Discretionary,MCD US Equity,67.06,65.87,-0.012739808,15.0241,5.3386,4.3843,80.9196,17.9335,36.899,16.5625," 70,862.76 ",0.453,,,,
2010Q3,Consumer Discretionary,MCD US Equity,66.72,74.51,0.131167451,16.4593,5.7722,4.5269,83.8552,19.7823,36.6849,16.0703," 79,303.85 ",0.534,,,,
2010Q4,Consumer Discretionary,MCD US Equity,75.04,76.76,0.030197289,16.6732,5.5264,4.6038,78.6193,19.4457,34.5073,15.9045," 81,097.46 ",0.635,,,,
2011Q1,Consumer Discretionary,MCD US Equity,77.1,76.09,-0.008728504,16.0994,5.4624,4.7263,83.3059,19.0602,35.4598,16.3652," 79,384.62 ",0.458,,,,
2011Q2,Consumer Discretionary,MCD US Equity,76.3,84.32,0.108161388,17.0589,5.8178,4.9429,82.1398,20.0211,37.3863,17.0705," 87,488.46 ",0.408,,,,
2011Q3,Consumer Discretionary,MCD US Equity,84.16,87.82,0.041508539,17.2285,6.7368,5.0974,93.9377,20.3857,39.8043,16.924," 90,608.44 ",0.486,,,,
2011Q4,Consumer Discretionary,MCD US Equity,87.43,100.33,0.142450467,19.0107,7.1213,5.2776,86.8675,23.4765,37.9205,16.9417," 102,659.49 ",0.532,,,,
2012Q1,Consumer Discretionary,MCD US Equity,101.33,98.1,-0.022226652,18.3106,6.7999,5.3576,87.1723,22.7289,38.2,17.0018," 99,920.32 ",0.445,,,,
2012Q2,Consumer Discretionary,MCD US Equity,97.82,88.53,-0.097553517,16.622,6.3607,5.3261,96.7097,21.8028,37.9303,16.6177," 89,968.16 ",0.486,,,,
2012Q3,Consumer Discretionary,MCD US Equity,88.41,91.75,0.036371851,17.2652,6.6347,5.3142,95.5345,23.7499,40.0062,16.4754," 92,523.57 ",0.418,,,,
2012Q4,Consumer Discretionary,MCD US Equity,92.11,88.21,-0.038583106,16.4414,5.7833,5.3651,89.1386,22.6898,36.8201,15.9845," 88,560.78 ",0.449,,,,
2013Q1,Consumer Discretionary,MCD US Equity,89.4,99.69,0.130143975,18.4778,6.5628,5.3951,84.0408,25.2575,36.5911,16.2125," 99,968.32 ",0.545,,,,
